Date,Rainfall ,MinT,MaxT,Env,backup
7/26/17,0,18.4,29.8,Meiso,29.8
7/27/17,0,17.5,29.3,Meiso,29.3
7/28/17,0,16.8,27.4,Meiso,27.4
7/29/17,0,16.4,25.8,Meiso,25.8
7/30/17,0,15.8,26.1,Meiso,26.1
7/31/17,1.9,15.6,30.4,Meiso,30.4
8/1/17,4.7,15.8,30.3,Meiso,30.3
8/2/17,0,17,29.8,Meiso,29.8
8/3/17,0,16,31.1,Meiso,31.1
8/4/17,0,17.4,30.6,Meiso,30.6
8/5/17,0.6,17.8,32.3,Meiso,32.3
8/6/17,0,18,31.1,Meiso,31.1
8/7/17,0,18.8,29.9,Meiso,29.9
8/8/17,0,19.5,31.6,Meiso,31.6
8/9/17,3.6,19.9,31.7,Meiso,31.7
8/10/17,0,18.6,31,Meiso,31
8/11/17,8.3,18.9,33.1,Meiso,33.1
8/12/17,0,20.2,34.9,Meiso,34.9
8/13/17,3.4,19.3,35,Meiso,35
8/14/17,0,19.3,32,Meiso,32
8/15/17,11.9,18.8,33,Meiso,33
8/16/17,23.9,18,31.1,Meiso,31.1
8/17/17,8,18.3,32.8,Meiso,32.8
8/18/17,0,19.3,34.4,Meiso,34.4
8/19/17,0,18.4,31.8,Meiso,31.8
8/20/17,0,17.8,32.7,Meiso,32.7
8/21/17,15.7,17.2,30.2,Meiso,30.2
8/22/17,0,18.2,30.7,Meiso,30.7
8/23/17,7.2,18.5,32.8,Meiso,32.8
8/24/17,0,18.3,33.1,Meiso,33.1
8/25/17,0,16.7,30.7,Meiso,30.7
8/26/17,2.5,17.8,30.5,Meiso,30.5
8/27/17,0,19.4,33.1,Meiso,33.1
8/28/17,0,18.4,33.2,Meiso,33.2
8/29/17,23.8,19.6,32.6,Meiso,32.6
8/30/17,7.4,19.4,34.5,Meiso,34.5
8/31/17,0,18.7,32.7,Meiso,32.7
9/1/17,0,18.5,32.5,Meiso,32.5
9/2/17,0,18.9,30.7,Meiso,30.7
9/3/17,1.4,16.4,29.3,Meiso,29.3
9/4/17,22.5,15.5,28.1,Meiso,28.1
9/5/17,0,15.1,29.2,Meiso,29.2
9/6/17,0,15.5,28.7,Meiso,28.7
9/7/17,0,16.4,29.4,Meiso,29.4
9/8/17,0,16.4,29.2,Meiso,29.2
9/9/17,0,16.4,29.2,Meiso,29.2
9/10/17,0,16.4,28.8,Meiso,28.8
9/11/17,5.9,17.9,30.8,Meiso,30.8
9/12/17,0,17.2,31.4,Meiso,31.4
9/13/17,0,19.6,32.6,Meiso,32.6
9/14/17,0,19.4,31.2,Meiso,31.2
9/15/17,0,17.3,29.6,Meiso,29.6
9/16/17,0,18,30.2,Meiso,30.2
9/17/17,0,15.9,30.5,Meiso,30.5
9/18/17,0,16,29.5,Meiso,29.5
9/19/17,7.9,15.2,30.8,Meiso,30.8
9/20/17,1.6,15.1,30,Meiso,30
9/21/17,13.6,16.3,28.9,Meiso,28.9
9/22/17,7.7,14.3,29.2,Meiso,29.2
9/23/17,4.4,13.2,29.9,Meiso,29.9
9/24/17,10.7,16,30.3,Meiso,30.3
9/25/17,5.3,15.8,28.5,Meiso,28.5
9/26/17,0,16.7,30.5,Meiso,30.5
9/27/17,12.7,16.7,30.2,Meiso,30.2
9/28/17,0,16.4,32.4,Meiso,32.4
9/29/17,0,18.2,32.1,Meiso,32.1
9/30/17,2.4,18.4,31.9,Meiso,31.9
10/1/17,0.7,16.7,33.9,Meiso,33.9
10/2/17,1.4,18.3,33.5,Meiso,33.5
10/3/17,4,16.8,31.8,Meiso,31.8
10/4/17,1.1,14.6,30.1,Meiso,30.1
10/5/17,7,12.4,30.8,Meiso,30.8
10/6/17,11.8,12.9,29.7,Meiso,29.7
10/7/17,4.9,12,30.4,Meiso,30.4
10/8/17,5.8,15.9,30.8,Meiso,30.8
10/9/17,11,14,30.7,Meiso,30.7
10/10/17,0,14.6,30.4,Meiso,30.4
10/11/17,0,15,28.5,Meiso,28.5
10/12/17,0,16.8,28.7,Meiso,28.7
10/13/17,0,13.9,28.4,Meiso,28.4
10/14/17,0,14,30.5,Meiso,30.5
10/15/17,0,15.4,32.3,Meiso,32.3
10/16/17,20.4,16.7,30.9,Meiso,30.9
10/17/17,4.4,13.9,30.4,Meiso,30.4
10/18/17,12.7,13.6,32.1,Meiso,32.1
10/19/17,0,14,31,Meiso,31
10/20/17,0,11.6,30.2,Meiso,30.2
10/21/17,0,13.1,30.6,Meiso,30.6
10/22/17,0,11,29.9,Meiso,29.9
10/23/17,0,10.6,30,Meiso,30
10/24/17,4.2,12.6,30.6,Meiso,30.6
10/25/17,1.3,13,25.9,Meiso,25.9
10/26/17,0,14.6,27.6,Meiso,27.6
10/27/17,0,16.3,28.8,Meiso,28.8
10/28/17,4,13.5,29.7,Meiso,29.7
10/29/17,65.1,15.8,31,Meiso,31
10/30/17,9.8,12.4,30.9,Meiso,30.9
10/31/17,0.7,12,30.7,Meiso,30.7
11/1/17,0,8.9,29.2,Meiso,29.2
11/2/17,0,11.5,29.3,Meiso,29.3
11/3/17,0,12.9,30.9,Meiso,30.9
11/4/17,0,12.6,32.1,Meiso,32.1
11/5/17,0,13.9,31.8,Meiso,31.8
11/6/17,0,13,30.9,Meiso,30.9
11/7/17,0,10.7,29.9,Meiso,29.9
11/8/17,0,10.5,29.6,Meiso,29.6
11/9/17,0,12.8,28.5,Meiso,28.5
11/10/17,0,11,28,Meiso,28
11/11/17,0,11.9,28.6,Meiso,28.6
11/12/17,0,10.8,30.7,Meiso,30.7
11/13/17,0,10.7,30.5,Meiso,30.5
11/14/17,0,10.5,31.2,Meiso,31.2
11/15/17,0,12.5,29.7,Meiso,29.7
11/16/17,0,10.9,28.5,Meiso,28.5
11/17/17,0,10.1,28.4,Meiso,28.4
11/18/17,7.9,12.4,28.4,Meiso,28.4
11/19/17,9.3,13.3,29.3,Meiso,29.3
11/20/17,5.3,14.3,30.5,Meiso,30.5
11/21/17,0,14.8,30.1,Meiso,30.1
11/22/17,0,12.2,28.5,Meiso,28.5
11/23/17,0,10.6,29.1,Meiso,29.1
11/24/17,0,12.1,30.1,Meiso,30.1
11/25/17,0,13.9,31.6,Meiso,31.6
11/26/17,0,11.6,30.6,Meiso,30.6
11/27/17,0,14,29.3,Meiso,29.3
11/28/17,0,10.6,28.7,Meiso,28.7
11/29/17,0,11.8,27.7,Meiso,27.7
11/30/17,0,8.5,26.8,Meiso,26.8
12/1/17,0,5.5,25.1,Meiso,25.1
12/2/17,0,6.6,27.1,Meiso,27.1
12/3/17,0,8.9,28.5,Meiso,28.5
12/4/17,13.2,10.4,29,Meiso,29
12/5/17,0,10.5,27.7,Meiso,27.7
12/6/17,0,11.1,27.8,Meiso,27.8
12/7/17,0,11.2,28.1,Meiso,28.1
12/8/17,0,9.4,27.9,Meiso,27.9
12/9/17,0,6.9,28.3,Meiso,28.3
12/10/17,0,8.6,26.9,Meiso,26.9
12/11/17,0,10.9,28.2,Meiso,28.2
12/12/17,0,11.3,28.3,Meiso,28.3
12/13/17,0,12.4,28.8,Meiso,28.8
12/14/17,0,13.8,29.5,Meiso,29.5
12/15/17,0,11.9,30.8,Meiso,30.8
12/16/17,0,11,28.3,Meiso,28.3
12/17/17,4.1,9.9,26.4,Meiso,26.4
12/18/17,0.5,8.3,28.5,Meiso,28.5
12/19/17,10.8,7.6,27.3,Meiso,27.3
12/20/17,3.4,7.2,27.1,Meiso,27.1
12/21/17,0,7.9,28.4,Meiso,28.4
12/22/17,0,11.1,29.2,Meiso,29.2
12/23/17,0,11.6,30.9,Meiso,30.9
12/24/17,0,13.8,30.2,Meiso,30.2
12/25/17,0,13.8,30.1,Meiso,30.1
12/26/17,0,14.1,30,Meiso,30
12/27/17,0,13.1,27.9,Meiso,27.9
12/28/17,0,10.5,28,Meiso,28
12/29/17,0,9.1,26.9,Meiso,26.9
12/30/17,0,6.4,25.2,Meiso,25.2
12/31/17,0,8.7,26.7,Meiso,26.7
1/1/17,0,12.8,31.7,Sheraro,31.7
1/2/17,0,14.4,30,Sheraro,30
1/3/17,0,14.5,28.1,Sheraro,28.1
1/4/17,0,18.5,28.2,Sheraro,28.2
1/5/17,0,14,30,Sheraro,30
1/6/17,0,13.1,29.6,Sheraro,29.6
1/7/17,0,13.8,31.5,Sheraro,31.5
1/8/17,0,14.4,32,Sheraro,32
1/9/17,0,14.5,31.6,Sheraro,31.6
1/10/17,0,16.5,31,Sheraro,31
1/11/17,0,16.3,30.5,Sheraro,30.5
1/12/17,0,16.2,27.6,Sheraro,27.6
1/13/17,5,16.8,26.2,Sheraro,26.2
1/14/17,0,13.4,30,Sheraro,30
1/15/17,0,17.4,27.3,Sheraro,27.3
1/16/17,0,13.2,31,Sheraro,31
1/17/17,0,18.6,27.2,Sheraro,27.2
1/18/17,0,16.4,29.8,Sheraro,29.8
1/19/17,0,13.5,30,Sheraro,30
1/20/17,0,12.6,29,Sheraro,29
1/21/17,0,12.5,28.5,Sheraro,28.5
1/22/17,0,11.4,28.5,Sheraro,28.5
1/23/17,0,10.5,30.2,Sheraro,30.2
1/24/17,0,11.8,31.6,Sheraro,31.6
1/25/17,0,9.8,30.3,Sheraro,30.3
1/26/17,0,11.9,30.2,Sheraro,30.2
1/27/17,0,14.1,30.2,Sheraro,30.2
1/28/17,0,18.6,26.6,Sheraro,26.6
1/29/17,0,18.3,26.2,Sheraro,26.2
1/30/17,3,16.4,24.5,Sheraro,24.5
1/31/17,0,16.3,26.6,Sheraro,26.6
2/1/17,0,14,26.5,Sheraro,26.5
2/2/17,0,9,29,Sheraro,29
2/3/17,0,9.9,29.2,Sheraro,29.2
2/4/17,0,11.2,29,Sheraro,29
2/5/17,0,9.3,30,Sheraro,30
2/6/17,0,12.5,31.2,Sheraro,31.2
2/7/17,0,13,31.5,Sheraro,31.5
2/8/17,0,11.2,30.1,Sheraro,30.1
2/9/17,0,14.2,30.5,Sheraro,30.5
2/10/17,0,10.8,31.5,Sheraro,31.5
2/11/17,0,11.5,30,Sheraro,30
2/12/17,0,11.5,31.2,Sheraro,31.2
2/13/17,0,10.5,30,Sheraro,30
2/14/17,0,12.6,31.5,Sheraro,31.5
2/15/17,0,12.1,31,Sheraro,31
2/16/17,0,12.9,30.3,Sheraro,30.3
2/17/17,0,13.2,30.3,Sheraro,30.3
2/18/17,0,13.4,29.4,Sheraro,29.4
2/19/17,0,12,30,Sheraro,30
2/20/17,0,7.8,29.1,Sheraro,29.1
2/21/17,0,9.8,30.7,Sheraro,30.7
2/22/17,0,11.5,35,Sheraro,35
2/23/17,0,17.5,33.5,Sheraro,33.5
2/24/17,4.6,17.5,31,Sheraro,31
2/25/17,2,18.6,30.5,Sheraro,30.5
2/26/17,0,16.1,30.5,Sheraro,30.5
2/27/17,0,15.1,33,Sheraro,33
2/28/17,0,18,32.6,Sheraro,32.6
3/1/17,0,14,36.6,Sheraro,36.6
3/2/17,0,15.1,36,Sheraro,36
3/3/17,0,16.1,37,Sheraro,37
3/4/17,0,13.4,37,Sheraro,37
3/5/17,0,16.2,36,Sheraro,36
3/6/17,0,16.6,33,Sheraro,33
3/7/17,1.2,14.6,37.2,Sheraro,37.2
3/8/17,0,17.5,34.5,Sheraro,34.5
3/9/17,0,19.5,35,Sheraro,35
3/10/17,1.7,16.2,34.2,Sheraro,34.2
3/11/17,3.4,15,33.6,Sheraro,33.6
3/12/17,3,17.5,35.5,Sheraro,35.5
3/13/17,0,16.8,37,Sheraro,37
3/14/17,0,18.6,36.2,Sheraro,36.2
3/15/17,0,17.6,35.1,Sheraro,35.1
3/16/17,0,16.6,34.5,Sheraro,34.5
3/17/17,0,19.3,35,Sheraro,35
3/18/17,0,19.8,34,Sheraro,34
3/19/17,5.2,19,33.5,Sheraro,33.5
3/20/17,0,16.6,37.2,Sheraro,37.2
3/21/17,0,17.5,35.5,Sheraro,35.5
3/22/17,0,17.3,32.5,Sheraro,32.5
3/23/17,0,19,33,Sheraro,33
3/24/17,0,18,32,Sheraro,32
3/25/17,0,17.9,35,Sheraro,35
3/26/17,0,15.4,36.5,Sheraro,36.5
3/27/17,0,15.7,38.1,Sheraro,38.1
3/28/17,0,16,36,Sheraro,36
3/29/17,1.5,17,36,Sheraro,36
3/30/17,0,19,36.6,Sheraro,36.6
3/31/17,0,16.8,36.5,Sheraro,36.5
4/1/17,0,18.6,30.6,Sheraro,30.6
4/2/17,21,18.8,33,Sheraro,33
4/3/17,1.9,16.6,32.4,Sheraro,32.4
4/4/17,0,17.6,35.2,Sheraro,35.2
4/5/17,1.3,16.6,33,Sheraro,33
4/6/17,5.5,17.2,33.5,Sheraro,33.5
4/7/17,4.7,15.6,31.6,Sheraro,31.6
4/8/17,0,18.5,32.5,Sheraro,32.5
4/9/17,9.4,17.7,29.1,Sheraro,29.1
4/10/17,0,17.5,33,Sheraro,33
4/11/17,0,15,36,Sheraro,36
4/12/17,6.3,17,31.5,Sheraro,31.5
4/13/17,0,16.2,33,Sheraro,33
4/14/17,5.4,16.6,26,Sheraro,26
4/15/17,18.5,18,26.5,Sheraro,26.5
4/16/17,9.2,17.3,27.5,Sheraro,27.5
4/17/17,0.6,16.5,33.2,Sheraro,33.2
4/18/17,2.2,17.5,32.8,Sheraro,32.8
4/19/17,0,16.5,30.6,Sheraro,30.6
4/20/17,0,18,31.5,Sheraro,31.5
4/21/17,11,15,29.2,Sheraro,29.2
4/22/17,27.1,16.7,32.6,Sheraro,32.6
4/23/17,1.3,17,32,Sheraro,32
4/24/17,15.1,18.5,28.6,Sheraro,28.6
4/25/17,0,16.5,31.2,Sheraro,31.2
4/26/17,1.4,17.4,30.5,Sheraro,30.5
4/27/17,13.3,16.6,29.7,Sheraro,29.7
4/28/17,46.1,16.5,30,Sheraro,30
4/29/17,0.4,14.3,28,Sheraro,28
4/30/17,1.7,18,27.1,Sheraro,27.1
5/1/17,6.6,17,28.4,Sheraro,28.4
5/2/17,6.8,17.6,29.6,Sheraro,29.6
5/3/17,19,16.4,29,Sheraro,29
5/4/17,0,16,29.5,Sheraro,29.5
5/5/17,19,17,28.5,Sheraro,28.5
5/6/17,19.3,18.5,30.1,Sheraro,30.1
5/7/17,0,15.8,29.7,Sheraro,29.7
5/8/17,0.5,18.5,30.5,Sheraro,30.5
5/9/17,0.3,15.2,27.5,Sheraro,27.5
5/10/17,9.2,16.8,29,Sheraro,29
5/11/17,9.9,17.3,30,Sheraro,30
5/12/17,0,15.9,31.5,Sheraro,31.5
5/13/17,0,15.6,30.6,Sheraro,30.6
5/14/17,0,15.5,32.2,Sheraro,32.2
5/15/17,0,15.6,32.4,Sheraro,32.4
5/16/17,0,15.6,33,Sheraro,33
5/17/17,0,15.6,33.5,Sheraro,33.5
5/18/17,0,17,34,Sheraro,34
5/19/17,0,17.4,34,Sheraro,34
5/20/17,0,16.5,33.7,Sheraro,33.7
5/21/17,0,16.6,33.6,Sheraro,33.6
5/22/17,0,16.5,34,Sheraro,34
5/23/17,0,19.6,33,Sheraro,33
5/24/17,0,17.6,32.8,Sheraro,32.8
5/25/17,11.8,19.2,33,Sheraro,33
5/26/17,6.4,16.5,33,Sheraro,33
5/27/17,2.3,18,32.5,Sheraro,32.5
5/28/17,0,16.1,33,Sheraro,33
5/29/17,0,16,34,Sheraro,34
5/30/17,3.2,15.7,33.7,Sheraro,33.7
5/31/17,2.9,14,34.5,Sheraro,34.5
6/1/17,0,15.5,34.6,Sheraro,34.6
6/2/17,0,15.7,35.5,Sheraro,35.5
6/3/17,0,18,34,Sheraro,34
6/4/17,0.7,17.2,33.7,Sheraro,33.7
6/5/17,3.7,18.5,36,Sheraro,36
6/6/17,0,17,34,Sheraro,34
6/7/17,0,18.1,34.5,Sheraro,34.5
6/8/17,0,18.6,33,Sheraro,33
6/9/17,0.9,18.5,33,Sheraro,33
6/10/17,1.6,17.2,34.6,Sheraro,34.6
6/11/17,0.8,17,35.6,Sheraro,35.6
6/12/17,0,15.5,35,Sheraro,35
6/13/17,0,17.4,31,Sheraro,31
6/14/17,0,16.5,33.6,Sheraro,33.6
6/15/17,5.5,13.1,34,Sheraro,34
6/16/17,1.6,13.6,34.3,Sheraro,34.3
6/17/17,7.8,16,30.2,Sheraro,30.2
6/18/17,0,16,32.5,Sheraro,32.5
6/19/17,1.2,15.7,32.8,Sheraro,32.8
6/20/17,1,15.6,33.5,Sheraro,33.5
6/21/17,0,16.5,30,Sheraro,30
6/22/17,0,17,32.6,Sheraro,32.6
6/23/17,1,18.2,31,Sheraro,31
6/24/17,0,17,32.5,Sheraro,32.5
6/25/17,0,18.5,32.6,Sheraro,32.6
6/26/17,0,19,35,Sheraro,35
6/27/17,12.1,18.4,32.4,Sheraro,32.4
6/28/17,0,16.4,33,Sheraro,33
6/29/17,12.1,17.2,31,Sheraro,31
6/30/17,0,17.2,33,Sheraro,33
7/1/17,5.6,18,33.5,Sheraro,33.5
7/2/17,14.7,18,32.5,Sheraro,32.5
7/3/17,38,15.5,31.5,Sheraro,31.5
7/4/17,0,17,32.2,Sheraro,32.2
7/5/17,0,17.5,32.6,Sheraro,32.6
7/6/17,6.6,17.2,31.1,Sheraro,31.1
7/7/17,0,16.3,31.6,Sheraro,31.6
7/8/17,0,16,32.6,Sheraro,32.6
7/9/17,0,16,32.6,Sheraro,32.6
7/10/17,0,16.8,33,Sheraro,33
7/11/17,19.8,17.5,29.9,Sheraro,29.9
7/12/17,0,15.5,32.5,Sheraro,32.5
7/13/17,0,15.2,31.2,Sheraro,31.2
7/14/17,16,16.5,30.5,Sheraro,30.5
7/15/17,0,16.5,32,Sheraro,32
7/16/17,0,16.2,33.7,Sheraro,33.7
7/17/17,0,17.6,33.6,Sheraro,33.6
7/18/17,0,17,33.7,Sheraro,33.7
7/19/17,2.6,16.9,33.2,Sheraro,33.2
7/20/17,24.5,16,32.5,Sheraro,32.5
7/21/17,1.2,15,29.8,Sheraro,29.8
7/22/17,0,15,32.2,Sheraro,32.2
7/23/17,0,15.2,29,Sheraro,29
7/24/17,0,17.5,30.5,Sheraro,30.5
7/25/17,0,16.5,30.4,Sheraro,30.4
7/26/17,12,16.8,28,Sheraro,28
7/27/17,29,18,26.5,Sheraro,26.5
7/28/17,0,16.7,27.4,Sheraro,27.4
7/29/17,0,18.5,28.6,Sheraro,28.6
7/30/17,21.8,19.4,29.1,Sheraro,29.1
7/31/17,0,18.8,28,Sheraro,28
8/1/17,0,19,30.6,Sheraro,30.6
8/2/17,17.6,16.8,29.5,Sheraro,29.5
8/3/17,0.5,17.2,29.5,Sheraro,29.5
8/4/17,2.6,19.3,30,Sheraro,30
8/5/17,13,18.4,28.6,Sheraro,28.6
8/6/17,8.1,16.5,29.3,Sheraro,29.3
8/7/17,0,16.1,29,Sheraro,29
8/8/17,0,18.1,27.6,Sheraro,27.6
8/9/17,0,16,25.6,Sheraro,25.6
8/10/17,0,18,29,Sheraro,29
8/11/17,0,16.8,30,Sheraro,30
8/12/17,3,16,31,Sheraro,31
8/13/17,0,17,32.6,Sheraro,32.6
8/14/17,2.7,16,32.1,Sheraro,32.1
8/15/17,14.3,17.8,32,Sheraro,32
8/16/17,0,16.8,31.4,Sheraro,31.4
8/17/17,0,18,30,Sheraro,30
8/18/17,0,16.6,32,Sheraro,32
8/19/17,0.9,19.2,31.5,Sheraro,31.5
8/20/17,6.6,16.5,30.8,Sheraro,30.8
8/21/17,1.1,16.2,32.5,Sheraro,32.5
8/22/17,0,16.8,33,Sheraro,33
8/23/17,0,16.5,34.4,Sheraro,34.4
8/24/17,3,16.1,30,Sheraro,30
8/25/17,1,16,33,Sheraro,33
8/26/17,11.9,16,31,Sheraro,31
8/27/17,6.2,15.9,32,Sheraro,32
8/28/17,0,17.6,32,Sheraro,32
8/29/17,0,18.4,31.5,Sheraro,31.5
8/30/17,1.2,16.5,32.5,Sheraro,32.5
8/31/17,3.4,15.4,30,Sheraro,30
9/1/17,0,18.6,31,Sheraro,31
9/2/17,3.5,19,31.5,Sheraro,31.5
9/3/17,0,16.5,31.6,Sheraro,31.6
9/4/17,4.5,15.5,32.1,Sheraro,32.1
9/5/17,1.3,15.6,32.5,Sheraro,32.5
9/6/17,4,16.5,33,Sheraro,33
9/7/17,2.2,16.2,30,Sheraro,30
9/8/17,0.6,16,32.2,Sheraro,32.2
9/9/17,16.8,16,30.5,Sheraro,30.5
9/10/17,0,17.3,32.6,Sheraro,32.6
9/11/17,0,15,33,Sheraro,33
9/12/17,1.5,17.4,33,Sheraro,33
9/13/17,0,17.3,32.8,Sheraro,32.8
9/14/17,0,19.6,33.2,Sheraro,33.2
9/15/17,1,16.5,33.8,Sheraro,33.8
9/16/17,0,16,34.2,Sheraro,34.2
9/17/17,36,17.1,29.3,Sheraro,29.3
9/18/17,0,17.5,28.6,Sheraro,28.6
9/19/17,4.2,17.2,30,Sheraro,30
9/20/17,0,15.5,32.2,Sheraro,32.2
9/21/17,0,15.4,31.6,Sheraro,31.6
9/22/17,11.7,15.4,31.2,Sheraro,31.2
9/23/17,0,16.1,31.1,Sheraro,31.1
9/24/17,0,17.1,31,Sheraro,31
9/25/17,4.8,17.4,30,Sheraro,30
9/26/17,0,17,30,Sheraro,30
9/27/17,0,16.9,31,Sheraro,31
9/28/17,0,17,30,Sheraro,30
9/29/17,3.5,17,31.2,Sheraro,31.2
9/30/17,0.6,17,31,Sheraro,31
10/1/17,0.6,18.4,30,Sheraro,30
10/2/17,0,15.6,31.8,Sheraro,31.8
10/3/17,0,14.4,32.8,Sheraro,32.8
10/4/17,0,12.6,32,Sheraro,32
10/5/17,0,14,32.8,Sheraro,32.8
10/6/17,0,13.5,33,Sheraro,33
10/7/17,0,13.4,33.3,Sheraro,33.3
10/8/17,6,12.5,30.5,Sheraro,30.5
10/9/17,0,13,30,Sheraro,30
10/10/17,0,14.2,32.6,Sheraro,32.6
10/11/17,0,16.8,32,Sheraro,32
10/12/17,0,17.2,31.6,Sheraro,31.6
10/13/17,0,15.8,31.6,Sheraro,31.6
10/14/17,0,15.6,33,Sheraro,33
10/15/17,0,13.5,32.6,Sheraro,32.6
10/16/17,0,14.4,31.6,Sheraro,31.6
10/17/17,0,14,32.8,Sheraro,32.8
10/18/17,0,12.5,32.8,Sheraro,32.8
10/19/17,0,12.4,33,Sheraro,33
10/20/17,0,14,33,Sheraro,33
10/21/17,0,16,33,Sheraro,33
10/22/17,0,16.5,32.5,Sheraro,32.5
10/23/17,0,15.6,32.4,Sheraro,32.4
10/24/17,0,12.9,32.5,Sheraro,32.5
10/25/17,0,11.5,32,Sheraro,32
10/26/17,0,10.6,30.5,Sheraro,30.5
10/27/17,0,12.5,31.4,Sheraro,31.4
10/28/17,0,11.5,31,Sheraro,31
10/29/17,0,12.8,31.6,Sheraro,31.6
10/30/17,0,10.5,31.6,Sheraro,31.6
10/31/17,0,9.3,32,Sheraro,32
11/1/17,0,9,31,Sheraro,31
11/2/17,0,9,31.5,Sheraro,31.5
11/3/17,0,8.3,31.5,Sheraro,31.5
11/4/17,0,8,31.6,Sheraro,31.6
11/5/17,0,10,32,Sheraro,32
11/6/17,0,10,31,Sheraro,31
11/7/17,0,12.6,29.5,Sheraro,29.5
11/8/17,0,15.5,29.6,Sheraro,29.6
11/9/17,0,12.5,28.6,Sheraro,28.6
11/10/17,0,8.5,29.6,Sheraro,29.6
11/11/17,0,8,28.2,Sheraro,28.2
11/12/17,0,8.1,28.7,Sheraro,28.7
11/13/17,0,5.5,28.5,Sheraro,28.5
11/14/17,0,9.9,29.2,Sheraro,29.2
11/15/17,0,8.9,29.5,Sheraro,29.5
11/16/17,0,9,29.2,Sheraro,29.2
11/17/17,0,10.2,29.6,Sheraro,29.6
11/18/17,0,11.5,30,Sheraro,30
11/19/17,0,16,31,Sheraro,31
11/20/17,0,14.8,31.2,Sheraro,31.2
11/21/17,0,11.6,30,Sheraro,30
11/22/17,0,13,32.4,Sheraro,32.4
11/23/17,0,13.8,33,Sheraro,33
11/24/17,0,13.5,29.5,Sheraro,29.5
11/25/17,0,20,27.2,Sheraro,27.2
11/26/17,16.5,17.7,27,Sheraro,27
11/27/17,20.3,16.2,25.6,Sheraro,25.6
11/28/17,0,17.9,28.2,Sheraro,28.2
11/29/17,0,14.1,26.5,Sheraro,26.5
11/30/17,0,13.5,26,Sheraro,26
12/1/17,0,16,28.2,Sheraro,28.2
12/2/17,0,16.4,27.5,Sheraro,27.5
12/3/17,0,13.5,28.5,Sheraro,28.5
12/4/17,0,8.5,28.4,Sheraro,28.4
12/5/17,0,7.2,28.4,Sheraro,28.4
12/6/17,0,8,29.2,Sheraro,29.2
12/7/17,0,8.2,28.5,Sheraro,28.5
12/8/17,0,9,29.5,Sheraro,29.5
12/9/17,0,9,29.2,Sheraro,29.2
12/10/17,0,9.5,29.5,Sheraro,29.5
12/11/17,0,10.4,29.2,Sheraro,29.2
12/12/17,0,10.9,28.6,Sheraro,28.6
12/13/17,0,10.7,31.5,Sheraro,31.5
12/14/17,0,8.5,29.6,Sheraro,29.6
12/15/17,0,8.8,29,Sheraro,29
12/16/17,0,9,28.1,Sheraro,28.1
12/17/17,0,9.8,27.6,Sheraro,27.6
12/18/17,0,10,27,Sheraro,27
12/19/17,0,9,27.2,Sheraro,27.2
12/20/17,0,15.5,28,Sheraro,28
12/21/17,0,13.2,29,Sheraro,29
12/22/17,0,14.5,28,Sheraro,28
12/23/17,0,9,28,Sheraro,28
12/24/17,0,10,29,Sheraro,29
12/25/17,0,12,29,Sheraro,29
12/26/17,0,8,29.5,Sheraro,29.5
12/27/17,0,8,30,Sheraro,30
12/28/17,0,7.5,29.5,Sheraro,29.5
12/29/17,0,9,27.6,Sheraro,27.6
12/30/17,0,5,28.5,Sheraro,28.5
12/31/17,0,6,28.8,Sheraro,28.8